epoch;loss;train_acc;train_apr;train_auprc;train_auroc;train_dem_val;train_dem_var;train_diff;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_apr;val_auprc;val_auroc;val_dem_val;val_dem_var;val_diff;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
51;0.258971879540483;0.910977;0.07893;0.475415;0.847411;;;-0.022842002019405366;0.806794;0.007698;0.449153;4628;0.026577;0.915649;0.739837;0.101772;0.992302;0.193206;0.909425;0.081349;0.444294;0.83167;;;-0.020241999665260316;0.795181;0.010899;0.25186023790608164;0.481928;817;0.0306;0.916667;0.68;0.101591;0.989101;0.204819
52;0.25725697103626993;0.909464;0.082756;0.469801;0.840385;;;-0.019016002223014833;0.840764;0.005533;0.439746;4628;0.021175;0.912583;0.765306;0.101772;0.994467;0.159236;0.905753;0.085304;0.445954;0.831276;;;-0.016287000516414643;0.86747;0.006812;0.25240340055225274;0.5;817;0.019584;0.910112;0.6875;0.101591;0.993188;0.13253
53;0.2595657191111311;0.909248;0.093656;0.4793;0.851848;;;-0.008115996524810792;0.823779;0.007698;0.460722;4628;0.024849;0.914026;0.721739;0.101772;0.992302;0.176221;0.910649;0.096348;0.452873;0.839631;;;-0.005242997447013856;0.795181;0.009537;0.24712805544576782;0.481928;817;0.029376;0.916772;0.708333;0.101591;0.990463;0.204819
54;0.257205897798905;0.910328;0.079357;0.488733;0.857885;;;-0.022415001794815065;0.806794;0.00842;0.447983;4628;0.027226;0.915593;0.722222;0.101772;0.99158;0.193206;0.911873;0.082297;0.455804;0.851925;;;-0.01929400269126892;0.795181;0.008174;0.2435971978912757;0.476744;817;0.028152;0.916877;0.73913;0.101591;0.991826;0.204819
55;0.2557886306199671;0.910328;0.10712;0.481563;0.851735;;;0.005347999825954436;0.78344;0.011066;0.462845;4628;0.031979;0.917634;0.689189;0.101772;0.988934;0.216561;0.913097;0.110233;0.471358;0.852418;;;0.00864200141096115;0.759036;0.010899;0.24223949473392278;0.464286;817;0.034272;0.920152;0.714286;0.101591;0.989101;0.240964
56;0.2570295310261287;0.911409;0.104014;0.478504;0.848712;;;0.0022420017867088304;0.78344;0.009863;0.463983;4628;0.030899;0.917726;0.713287;0.101772;0.990137;0.216561;0.913097;0.106918;0.476795;0.848922;;;0.005326999684810638;0.771084;0.009537;0.24396995946564318;0.471264;817;0.031824;0.91909;0.730769;0.101591;0.990463;0.228916
57;0.2608415977538353;0.910977;0.088951;0.482794;0.853345;;;-0.012821000918865205;0.81741;0.006495;0.440678;4628;0.024417;0.914729;0.761062;0.101772;0.993505;0.18259;0.913097;0.092166;0.450678;0.852467;;;-0.009425000885486604;0.795181;0.006812;0.24444888362996142;0.464286;817;0.026928;0.916981;0.772727;0.101591;0.993188;0.204819
58;0.2592114486772641;0.909896;0.085496;0.484425;0.853849;;;-0.016275999054431917;0.840764;0.005052;0.450106;4628;0.020743;0.912621;0.78125;0.101772;0.994948;0.159236;0.908201;0.088393;0.448822;0.84815;;;-0.01319799725151062;0.855422;0.00545;0.24711187114093267;0.460674;817;0.019584;0.911361;0.75;0.101591;0.99455;0.144578
59;0.2612724622313896;0.910112;0.091056;0.48479;0.86187;;;-0.01071600328397751;0.808917;0.00842;0.450317;4628;0.02701;0.91539;0.72;0.101772;0.99158;0.191083;0.910649;0.090058;0.453395;0.862037;;;-0.01153300110435486;0.807229;0.008174;0.24073430158954792;0.494118;817;0.026928;0.915723;0.727273;0.101591;0.991826;0.192771
60;0.2550843805815242;0.909464;0.099127;0.483412;0.85522;;;-0.0026449979395866408;0.838641;0.005773;0.460722;4628;0.021608;0.912765;0.76;0.101772;0.994227;0.161359;0.910649;0.102004;0.469647;0.85772;;;0.00041299905443191454;0.831325;0.00545;0.2402974807063398;0.45977;817;0.022032;0.913642;0.777778;0.101591;0.99455;0.168675
61;0.2612847611452988;0.909248;0.1043;0.4957;0.860722;;;0.0025279997735023485;0.840764;0.005773;0.473461;4628;0.021392;0.912564;0.757576;0.101772;0.994227;0.159236;0.910649;0.106864;0.478065;0.861314;;;0.005272997876644134;0.819277;0.006812;0.2402945152703887;0.470588;817;0.02448;0.91468;0.75;0.101591;0.993188;0.180723
62;0.258340338845524;0.9086;0.103106;0.490113;0.859068;;;0.0013339995293617235;0.808917;0.010103;0.467505;4628;0.028522;0.915258;0.681818;0.101772;0.989897;0.191083;0.913097;0.105411;0.467551;0.8579;;;0.0038200005497932427;0.759036;0.010899;0.23922159418354275;0.457831;817;0.034272;0.920152;0.714286;0.101591;0.989101;0.240964
63;0.25727913635255656;0.910328;0.096934;0.491339;0.858362;;;-0.0048380018324852;0.815287;0.007457;0.460722;4628;0.025497;0.914856;0.737288;0.101772;0.992543;0.184713;0.909425;0.100634;0.457749;0.854453;;;-0.0009569988045692451;0.807229;0.009537;0.24040530042921168;0.457831;817;0.028152;0.915617;0.695652;0.101591;0.990463;0.192771
64;0.25909524910351583;0.908816;0.113792;0.497716;0.860276;;;0.012020002201080321;0.85138;0.005052;0.46723;4628;0.019663;0.911616;0.769231;0.101772;0.994948;0.14862;0.902081;0.11721;0.447309;0.851958;;;0.01561900075340271;0.879518;0.009537;0.24734899394369184;0.457447;817;0.020808;0.90875;0.588235;0.101591;0.990463;0.120482
65;0.2528827927633154;0.910545;0.089723;0.498984;0.865279;;;-0.012049001559734346;0.830149;0.005533;0.470339;4628;0.022256;0.913591;0.776699;0.101772;0.994467;0.169851;0.906977;0.092073;0.466162;0.856784;;;-0.009517999032497407;0.843373;0.008174;0.23986465779829638;0.46988;817;0.023256;0.912281;0.684211;0.101591;0.991826;0.156627
66;0.2533608492795465;0.910761;0.083473;0.496472;0.860675;;;-0.018299003049850465;0.806794;0.007938;0.474576;4628;0.026793;0.915631;0.733871;0.101772;0.992062;0.193206;0.910649;0.086761;0.45938;0.845655;;;-0.014830002227783204;0.783133;0.010899;0.2452975075163011;0.481928;817;0.031824;0.917826;0.692308;0.101591;0.989101;0.216867
67;0.2566291230409539;0.910545;0.096387;0.500559;0.866089;;;-0.005385001108169557;0.815287;0.007217;0.461864;4628;0.025281;0.914875;0.74359;0.101772;0.992783;0.184713;0.908201;0.097781;0.458104;0.854125;;;-0.003809997478485108;0.831325;0.008174;0.24032026526576303;0.446602;817;0.02448;0.913425;0.7;0.101591;0.991826;0.168675
